7789-edens-2a-514-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:20,default,location,US,10.140.65.252
7789-edens-2a-515-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:48,default,location,US,10.140.65.226
7789-edens-2a-516-w,AIR-AP1810W-B-K9,00:42:5a:ae:65:70,default,location,US,10.140.65.196
7791-bryancenter-0012mr-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:d1:89,default,location,US,10.140.186.54
7791-bryancenter-0017-telcom-01,AIR-CAP3602E-A-K9,7c:ad:74:28:4f:ed,default,location,US,10.140.176.100
7791-bryancenter-001b-c,AIR-CAP3502I-A-K9,c4:64:13:c3:13:82,Bryancenter,US,10.140.186.67,1
7791-bryancenter-0020mr-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:64:c0,default,location,US,10.140.186.57
7791-bryancenter-0024mr-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:d0:e3,default,location,US,10.140.186.58
7791-bryancenter-0029-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a8:df,default,location,US,10.140.186.132
7791-bryancenter-002d-w,AIR-CAP3502E-A-K9,28:94:0f:c9:1c:71,Bryan,Ctr,US,10.140.186.144
7791-bryancenter-002ha-c,AIR-CAP3602I-A-K9,4c:4e:35:0d:39:c6,Bryancenter,US,10.140.186.103,1
7791-bryancenter-002j-c,AIR-CAP3602I-A-K9,7c:ad:74:18:c3:19,Bryancenter,US,10.140.186.76,1
7791-bryancenter-0037-c,AIR-CAP3502I-A-K9,c4:64:13:38:d0:a2,default,location,US,10.140.186.141
7791-bryancenter-0037-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a9:b0,default,location,US,10.140.186.59
7791-bryancenter-0038b-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a8:da,default,location,US,10.140.186.133
7791-bryancenter-003-tc-rm-c,AIR-CAP3502I-A-K9,c4:64:13:38:d0:b9,Bryan,Ctr,US,10.140.186.199
7791-bryancenter-0043-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a9:9b,default,location,US,10.140.186.135
7791-bryancenter-0045-h-c,AIR-CAP3702I-A-K9,00:42:68:8d:a9:48,Bryan,ctr,US,10.140.186.177
7791-bryancenter-0050t-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a9:ca,default,location,US,10.140.186.134
7791-bryancenter-0058-w,AIR-CAP3502E-A-K9,2c:54:2d:a4:18:65,default,location,US,10.140.186.123
7791-bryancenter-0059-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:65:18,default,location,US,10.140.186.126
7791-bryancenter-0066-c,AIR-CAP3502I-A-K9,c4:64:13:5b:aa:b6,default,location,US,10.140.186.131
7791-bryancenter-014t-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:d1:12,Bryan,ctr,US,10.140.186.51
7791-bryancenter-019-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:aa:06,Bryan,Ctr,US,10.140.186.52
7791-bryancenter-022-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a9:4b,Bryan,Ctr,US,10.140.186.93
7791-bryancenter-024-h-c,AIR-CAP3702I-A-K9,00:42:68:95:ba:60,Bryan,center,US,10.140.186.176
7791-bryancenter-035p-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:d0:ed,Bryan,Ctr,US,10.140.186.60
7791-bryancenter-042-c,AIR-CAP3702I-A-K9,00:42:68:af:60:40,Bryan,Center,US,10.140.186.97
7791-bryancenter-043-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0e:46,Bryan,Ctr,US,10.140.186.55
7791-bryancenter-046-h-c,AIR-CAP3502I-A-K9,28:94:0f:c9:20:ae,Bryancenter,US,10.140.186.169,4
7791-bryancenter-100-c,AIR-CAP3502I-A-K9,28:94:0f:39:16:24,Bryan,ctr,US,10.140.186.90
7791-bryancenter-104t-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:d1:70,Bryan,Ctr,US,10.140.186.50
7791-bryancenter-107-c,AIR-CAP3502I-A-K9,28:94:0f:26:0f:ff,Bryan,ctr,US,10.140.186.163
7791-bryancenter-110-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:65:17,Bryan,Ctr,US,10.140.186.125
7791-bryancenter-113-c,AIR-CAP3502I-A-K9,28:94:0f:26:23:a5,Bryan,ctr,US,10.140.186.89
7791-bryancenter-119-c,AIR-CAP3502I-A-K9,28:94:0f:05:be:7a,Bryan,ctr,US,10.140.186.91
7791-bryancenter-127-h-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:e5:10,Bryan,Ctr,US,10.140.186.172
7791-bryancenter-128-c,AIR-CAP3502I-A-K9,28:94:0f:d6:bf:68,Bryan,ctr,US,10.140.186.88
7791-bryancenter-128-w,AIR-CAP3702E-A-K9,00:c1:64:d8:51:f8,Bryan,center,US,10.140.186.98
7791-bryancenter-131-c,AIR-CAP3502I-A-K9,28:94:0f:58:cc:a6,Bryan,ctr,US,10.140.186.87
7791-bryancenter-200-h-c,AIR-CAP3502I-A-K9,64:9e:f3:89:36:f4,Bryan,ctr,US,10.140.186.83
7791-bryancenter-202-1-c,AIR-CAP3502I-A-K9,c4:64:13:38:e2:16,bryan,ctr,US,10.140.186.68
7791-bryancenter-202-2-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0c:74,default,location,US,10.140.186.69
7791-bryancenter-202-3-c,AIR-CAP3502I-A-K9,28:94:0f:26:09:c7,default,location,US,10.140.186.65
7791-bryancenter-202-h-c,AIR-CAP3502I-A-K9,64:9e:f3:90:52:d2,Bryan,ctr,US,10.140.186.157
7791-bryancenter-204-h-c,AIR-CAP3502I-A-K9,64:9e:f3:90:52:f2,default,location,US,10.140.186.161
7791-bryancenter-208-h-c,AIR-CAP3502I-A-K9,28:94:0f:01:27:b9,Bryan,ctr,US,10.140.186.162
7791-bryancenter-210-c,AIR-CAP3502I-A-K9,c4:64:13:38:d7:5e,Bryan,ctr,US,10.140.186.145
7791-bryancenter-216-h-c,AIR-CAP3502I-A-K9,c4:64:13:11:26:8e,Bryan,ctr,US,10.140.186.86
7791-bryancenter-219-h-c,AIR-CAP3502I-A-K9,28:94:0f:63:dd:dc,Bryan,ctr,US,10.140.186.82
7791-bryancenter-222-h-c,AIR-CAP3502I-A-K9,28:94:0f:26:2d:06,Bryan,ctr,US,10.140.186.81
7791-bryancenter-241-h-c,AIR-CAP3502I-A-K9,28:94:0f:63:df:81,Bryan,ctr,US,10.140.186.156
7791-bryancenter-243-h-c,AIR-CAP3502I-A-K9,28:94:0f:05:bf:84,Bryan,ctr,US,10.140.186.160
7791-bryancenter-245-h-c,AIR-CAP3502I-A-K9,28:94:0f:c9:18:57,Bryan,ctr,US,10.140.186.159
7791-bryancenter-246-h-c,AIR-CAP3502I-A-K9,28:94:0f:26:09:c5,Bryan,ctr,US,10.140.186.158
7791-bryancenter-248-h-c,AIR-CAP3502I-A-K9,28:94:0f:01:1a:a1,Bryan,ctr,US,10.140.186.115
7791-bryancenter-251-h-c,AIR-CAP3502I-A-K9,64:9e:f3:90:31:ee,default,location,US,10.140.186.84
7791-bryancenter-300-1-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:e1:61,default,location,US,10.140.186.63
7791-bryancenter-303-c,AIR-CAP3502I-A-K9,c4:64:13:c3:07:82,Bryan,Ctr,US,10.140.186.72
7791-bryancenter-304-c,AIR-CAP3502I-A-K9,c4:64:13:38:d1:36,Bryan,ctr,US,10.140.186.71
7791-bryancenter-305-2-c,AIR-CAP3502I-A-K9,c4:64:13:cb:7b:52,default,location,US,10.140.186.137
7791-bryancenter-305-4-c,AIR-CAP3502I-A-K9,c4:64:13:5b:aa:52,default,location,US,10.140.186.138
7791-bryancenter-305-7-c,AIR-CAP3502I-A-K9,c4:64:13:38:e7:c2,default,location,US,10.140.186.139
7791-bryancenter-305-8-c,AIR-CAP3502I-A-K9,c4:64:13:38:c8:c8,default,location,US,10.140.186.64
7791-bryancenter-306-1-c,AIR-CAP3502I-A-K9,c4:64:13:38:d0:f1,Bryan,ctr,US,10.140.186.147
7791-bryancenter-306-2-c,AIR-CAP3502I-A-K9,c4:64:13:5b:aa:17,Bryan,ctr,US,10.140.186.70
7791-bryancenter-310-3-c,AIR-CAP3602I-A-K9,b0:fa:eb:88:83:8e,default,location,US,10.140.186.110
7791-bryancenter-310-5-c,AIR-CAP3602I-A-K9,4c:4e:35:60:59:3c,default,location,US,10.140.186.187
7791-bryancenter-310-6-c,AIR-CAP3602I-A-K9,b0:fa:eb:88:7f:5c,default,location,US,10.140.186.73
7791-bryancenter-311-1-c,AIR-CAP3602I-A-K9,4c:4e:35:c7:2a:26,default,location,US,10.140.186.166
7791-bryancenter-311-2-c,AIR-CAP3602I-A-K9,4c:4e:35:c7:2a:15,default,location,US,10.140.186.75
7791-bryancenter-311-4,AIR-CAP3602I-A-K9,4c:4e:35:60:5c:f4,default,location,US,10.140.186.96
7791-bryancenter-333-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9d:c2,default,location,US,10.140.186.167
7791-bryancenter-339-c,AIR-CAP3502I-A-K9,c4:64:13:38:de:55,default,location,US,10.140.186.142
7791-bryancenter-340-c,AIR-CAP3502I-A-K9,c4:64:13:2b:fb:be,default,location,US,10.140.186.140
7791-bryancenter,AIR-CAP3602I-A-K9,4c:4e:35:0d:4f:c4,Bryancenter,US,10.140.186.77,0
7791-bryancenter-au-bon-pain,AIR-CAP3502I-A-K9,c4:64:13:d3:13:7c,default,location,US,10.140.186.154
7791-bryancenter-coffee-shop-c,AIR-CAP3602I-A-K9,7c:ad:74:18:92:7f,Bryan,ctr,US,10.140.186.106
7791-bryancenter-controlbooth-w,AIR-CAP3502E-A-K9,2c:54:2d:a4:18:1e,Bryan,Ctr,US,10.140.186.130
7791-bryancenter-grifinstage,AIR-CAP3502E-A-K9,2c:54:2d:8e:e5:f5,Bryan,Ctr,US,10.140.186.61
7791-bryancenter-lobbyshop-basmt,AIR-CAP3602I-A-K9,78:da:6e:f2:48:2a,Bryancenter,US,10.140.186.170,2
7791-bryancenter-loop-pizza-1-c,AIR-CAP3602I-A-K9,b0:fa:eb:88:7e:c9,default,location,US,10.140.186.79
7791-bryancenter-loop-pizza-2-c,AIR-CAP3602I-A-K9,7c:ad:74:18:93:c7,default,location,US,10.140.186.78
7791-bryancenter-loop-pizza-3-c,AIR-CAP3602I-A-K9,7c:ad:74:18:93:8e,default,location,US,10.140.186.152
7791-bryancenter-mcdonalds-ctr-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a8:f4,Bryan,Ctr,US,10.140.186.62
7791-bryancenter-panda-inn-2-c,AIR-CAP3502I-A-K9,c4:64:13:38:d1:07,Bryan,Ctr,US,10.140.186.136
7791-bryancenter-postoffice-w,AIR-CAP3602E-A-K9,7c:ad:74:85:00:42,default,location,US,10.140.186.153
7791-bryancenter-reynolds-stgR-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:e6:59,Bryan,Ctr,US,10.140.186.129
7791-bryancenter-roof-10,AIR-AP1562D-B-K9,00:62:ec:4a:80:ec,default,location,US,10.140.186.193
7791-bryancenter-roof-11,AIR-AP1562D-B-K9,00:62:ec:4a:9b:0e,default,location,US,10.140.186.171
7791-bryancenter-roof-12,AIR-AP1562D-B-K9,00:62:ec:4a:7c:96,default,location,US,10.140.186.194
7791-bryancenter-roof-1,AIR-AP1562D-B-K9,00:62:ec:80:90:5c,default,location,US,10.140.186.108
7791-bryancenter-roof-2,AIR-AP1562D-B-K9,00:62:ec:4a:81:1a,default,location,US,10.140.186.168
7791-bryancenter-roof-3,AIR-AP1562D-B-K9,2c:33:11:0e:2b:ce,default,location,US,10.140.186.173
7791-bryancenter-roof-4,AIR-AP1562D-B-K9,00:62:ec:4a:80:fe,default,location,US,10.140.186.100
7791-bryancenter-roof-5,AIR-AP1562D-B-K9,2c:33:11:0e:30:60,default,location,US,10.140.186.198
7791-bryancenter-roof-6,AIR-AP1562D-B-K9,2c:33:11:0e:2b:b2,default,location,US,10.140.186.200
7791-bryancenter-roof-7,AIR-AP1562D-B-K9,2c:33:11:0e:2a:aa,default,location,US,10.140.186.99
7791-bryancenter-roof-8,AIR-AP1562D-B-K9,2c:33:11:0e:2a:a8,default,location,US,10.140.186.53
7791-bryancenter-somewhere-1,AIR-CAP3502I-A-K9,c4:64:13:38:c5:57,default,location,US,10.140.186.143
7791-bryancenter-tktoffice-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:64:d3,Bryan,Ctr,US,10.140.186.56
7791-bryan-ctr-tech-store-cab,AIR-CAP3702I-A-K9,00:42:68:83:60:24,bryan,center,US,10.140.186.107
7791-bryan-ctr-tech-store-shelf,AIR-CAP3502I-A-K9,c4:64:13:38:cc:52,Bryan,Ctr,US,10.140.186.80
7792-keohane-4a-101-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:d8,default,location,US,10.140.54.249
7792-keohane-4a-102-w,AIR-AP1810W-B-K9,00:42:5a:b2:03:d0,default,location,US,10.140.54.250
7792-keohane-4a-103-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:a0,default,location,US,10.140.54.222
7792-keohane-4a-104-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:10,default,location,US,10.140.54.110
7792-keohane-4a-105-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:e0,default,location,US,10.140.54.191
7792-keohane-4a-107-w,AIR-AP1810W-B-K9,00:42:5a:b2:56:20,default,location,US,10.140.54.201
7792-keohane-4a-110-w,AIR-AP1810W-B-K9,00:42:5a:b2:04:50,default,location,US,10.140.54.108
7792-keohane-4a-111-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:18,default,location,US,10.140.62.64
7792-keohane-4a-112-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:90,default,location,US,10.140.54.229
7792-keohane-4a-113-w,AIR-AP1810W-B-K9,00:5f:86:98:26:a8,default,location,US,10.140.62.8
7792-keohane-4a-201lr-w,AIR-AP2802I-B-K9,00:f6:63:13:a2:da,default,location,US,10.140.54.11
7792-keohane-4a-201-w,AIR-AP1810W-B-K9,00:42:5a:b2:52:a0,default,location,US,10.140.54.218
7792-keohane-4a-202-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:98,default,location,US,10.140.54.91
7792-keohane-4a-203-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:68,default,location,US,10.140.54.221
7792-keohane-4a-204-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:40,default,location,US,10.140.54.136
7792-keohane-4a-205-w,AIR-AP1810W-B-K9,00:42:5a:b2:5d:70,default,location,US,10.140.54.93
7792-keohane-4a-206-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:10,default,location,US,10.140.54.226
7792-keohane-4a-207-w,AIR-AP1810W-B-K9,00:42:5a:b0:58:f8,default,location,US,10.140.54.235
7792-keohane-4a-208-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:a0,default,location,US,10.140.62.87
7792-keohane-4a-210-w,AIR-AP1810W-B-K9,00:42:5a:b2:51:40,default,location,US,10.140.54.115
7792-keohane-4a-211-w,AIR-AP1810W-B-K9,00:42:5a:b2:52:68,default,location,US,10.140.54.230
7792-keohane-4a-212-w,AIR-AP1810W-B-K9,00:42:5a:b2:53:80,default,location,US,10.140.54.109
7792-keohane-4a-214-w,AIR-AP1810W-B-K9,00:42:5a:b0:0d:88,default,location,US,10.140.54.150
7792-keohane-4a-215-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:88,default,location,US,10.140.54.18
7792-keohane-4a-301-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:40,default,location,US,10.140.54.32
7792-keohane-4a-303-w,AIR-AP1810W-B-K9,00:42:5a:b2:52:48,default,location,US,10.140.54.90
7792-keohane-4a-304-w,AIR-AP1810W-B-K9,00:42:5a:b0:57:18,default,location,US,10.140.62.95
7792-keohane-4a-305-w,AIR-AP1810W-B-K9,00:42:5a:b0:4f:c8,default,location,US,10.140.54.243
7792-keohane-4a-306-w,AIR-AP1810W-B-K9,00:42:5a:b0:05:98,default,location,US,10.140.54.240
7792-keohane-4a-307-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:e8,default,location,US,10.140.62.73
7792-keohane-4a-308-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:88,default,location,US,10.140.54.96
7792-keohane-4a-310-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:18,keohane,US,10.140.54.160,0
7792-keohane-4a-311-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:60,default,location,US,10.140.54.126
7792-keohane-4a-312-w,AIR-AP1810W-B-K9,00:42:5a:b0:57:c8,default,location,US,10.140.54.220
7792-keohane-4a-313-w,AIR-AP1810W-B-K9,00:42:5a:b0:1d:50,default,location,US,10.140.54.142
7792-keohane-4a-315-w,AIR-AP1810W-B-K9,00:42:5a:b2:4e:38,default,location,US,10.140.54.111
7792-keohane-4a-317-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:f8,default,location,US,10.140.54.233
7792-keohane-4a-318-w,AIR-AP1810W-B-K9,00:42:5a:b2:5b:c8,default,location,US,10.140.54.242
7792-keohane-4a-319-w,AIR-AP1810W-B-K9,00:42:5a:b2:60:20,default,location,US,10.140.54.228
7792-keohane-4a-321-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:10,default,location,US,10.140.62.15
7792-keohane-4a-401-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:38,default,location,US,10.140.54.143
7792-keohane-4a-402-w,AIR-AP1810W-B-K9,00:42:5a:b2:04:08,default,location,US,10.140.54.87
7792-keohane-4a-403-w,AIR-AP1810W-B-K9,00:42:5a:b2:03:c0,default,location,US,10.140.54.101
7792-keohane-4a-404-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:98,default,location,US,10.140.54.209
7792-keohane-4a-405-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:d0,default,location,US,10.140.54.100
7792-keohane-4a-406-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:c8,default,location,US,10.140.54.168
7792-keohane-4a-407-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:50,default,location,US,10.140.54.86
7792-keohane-4a-409-w,AIR-AP1810W-B-K9,00:42:5a:b0:08:70,default,location,US,10.140.54.85
7792-keohane-4a-410-w,AIR-AP1810W-B-K9,00:42:5a:b2:56:38,default,location,US,10.140.54.95
7792-keohane-4a-411-w,AIR-AP1810W-B-K9,00:42:5a:b0:2e:50,default,location,US,10.140.54.94
7792-keohane-4a-412-w,AIR-AP1810W-B-K9,00:42:5a:b0:03:70,default,location,US,10.140.54.118
7792-keohane-4a-413-w,AIR-AP1810W-B-K9,00:42:5a:ae:5e:e0,default,location,US,10.140.54.97
7792-keohane-4a-501-w,AIR-AP1810W-B-K9,00:42:5a:b0:24:a0,default,location,US,10.140.54.84
7792-keohane-4a-502-w,AIR-AP1810W-B-K9,00:42:5a:b2:57:f8,default,location,US,10.140.54.241
7792-keohane-4a-503-w,AIR-AP1810W-B-K9,00:42:5a:b2:55:d0,default,location,US,10.140.54.102
7792-keohane-4a-504-w,AIR-AP1810W-B-K9,00:42:5a:b0:08:e8,default,location,US,10.140.54.234
7792-keohane-4a-505-w,AIR-AP1810W-B-K9,00:42:5a:b2:60:98,default,location,US,10.140.54.106
7792-keohane-4a-bsmt-cage,AIR-AP3802I-B-K9,cc:16:7e:83:d7:76,keohane,US,10.140.62.111,3
7792-keohane-4d-104-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:58,default,location,US,10.140.54.203
7792-keohane-4e-101-h-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:58,default,location,US,10.140.107.60
7792-keohane-4e-103lr-w,AIR-AP1810W-B-K9,00:42:5a:b2:55:68,default,location,US,10.140.107.173
7792-keohane-4e-103-w,AIR-AP1810W-B-K9,00:42:5a:b0:15:b8,default,location,US,10.140.107.229
7792-keohane-4e-104a-w,AIR-AP1810W-B-K9,00:eb:d5:10:04:28,default,location,US,10.140.107.92
7792-keohane-4e-104b-w,AIR-AP1810W-B-K9,00:42:5a:b2:39:50,default,location,US,10.140.107.167
7792-keohane-4e-104lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:0a:18,default,location,US,10.140.107.124
7792-keohane-4e-105-w,AIR-AP1810W-B-K9,00:42:5a:b0:39:20,default,location,US,10.140.107.207
7792-keohane-4e-106-w,AIR-AP1810W-B-K9,00:42:5a:b0:5e:c8,default,location,US,10.140.107.206
7792-keohane-4e-107-w,AIR-AP1810W-B-K9,00:42:5a:b0:4a:40,default,location,US,10.140.107.209
7792-keohane-4e-108-w,AIR-AP1810W-B-K9,00:42:5a:b4:0c:00,default,location,US,10.140.107.104
7792-keohane-4e-109-w,AIR-AP1810W-B-K9,00:42:5a:b4:06:98,default,location,US,10.140.107.19
7792-keohane-4e-110-w,AIR-AP1810W-B-K9,00:42:5a:b4:0b:a0,default,location,US,10.140.107.239
7792-keohane-4e-111a-w,AIR-AP1810W-B-K9,00:42:5a:b2:3b:30,default,location,US,10.140.107.194
7792-keohane-4e-111b-w,AIR-AP1810W-B-K9,00:42:5a:b2:3b:40,default,location,US,10.140.107.242
7792-keohane-4e-111c-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:58,default,location,US,10.140.107.244
7792-keohane-4e-111d-w,AIR-AP1810W-B-K9,00:42:5a:b0:0d:30,default,location,US,10.140.107.158
7792-keohane-4e-111lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:0d:20,default,location,US,10.140.107.73
7792-keohane-4e-203-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:78,default,location,US,10.140.107.35
7792-keohane-4e-204-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:38,default,location,US,10.140.107.240
7792-keohane-4e-205-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:28,default,location,US,10.140.107.51
7792-keohane-4e-206-w,AIR-AP1810W-B-K9,00:42:5a:b0:0d:60,default,location,US,10.140.107.81
7792-keohane-4e-207-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:38,default,location,US,10.140.107.62
7792-keohane-4e-208-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:90,default,location,US,10.140.107.249
7792-keohane-4e-209-w,AIR-AP1810W-B-K9,00:42:5a:b0:04:a8,default,location,US,10.140.107.43
7792-keohane-4e-210-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:20,default,location,US,10.140.107.20
7792-keohane-4e-211-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:d8,default,location,US,10.140.107.95
7792-keohane-4e-212-w,AIR-AP1810W-B-K9,00:42:5a:b0:07:68,default,location,US,10.140.107.225
7792-keohane-4e-213-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:98,default,location,US,10.140.107.156
7792-keohane-4e-214-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:58,default,location,US,10.140.107.184
7792-keohane-4e-215-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:20,default,location,US,10.140.107.116
7792-keohane-4e-216-w,AIR-AP1810W-B-K9,00:42:5a:b0:38:d8,default,location,US,10.140.107.53
7792-keohane-4e-217-w,AIR-AP1810W-B-K9,00:42:5a:b2:39:48,default,location,US,10.140.107.161
7792-keohane-4e-218-w,AIR-AP1810W-B-K9,00:42:5a:b0:4c:c8,default,location,US,10.140.107.197
7792-keohane-4e-219-w,AIR-AP1810W-B-K9,00:42:5a:b4:12:d8,default,location,US,10.140.107.48
7792-keohane-4e-220-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:a0,default,location,US,10.140.107.238
7792-keohane-4e-221-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:a8,default,location,US,10.140.107.72
7792-keohane-4e-222-w,AIR-AP1810W-B-K9,00:42:5a:b0:66:30,default,location,US,10.140.107.38
7792-keohane-4e-223-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:58,default,location,US,10.140.107.98
7792-keohane-4e-224-w,AIR-AP1810W-B-K9,00:42:5a:b0:07:b8,default,location,US,10.140.107.145
7792-keohane-4e-225a-w,AIR-AP1810W-B-K9,00:42:5a:b0:4d:08,default,location,US,10.140.107.233
7792-keohane-4e-225b-w,AIR-AP1810W-B-K9,00:42:5a:b0:55:70,default,location,US,10.140.107.75
7792-keohane-4e-225c-w,AIR-AP1810W-B-K9,00:42:5a:b0:1d:08,default,location,US,10.140.107.155
7792-keohane-4e-225d-w,AIR-AP1810W-B-K9,00:42:5a:b0:1f:e0,default,location,US,10.140.107.109
7792-keohane-4e-225lr-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:f8,default,location,US,10.140.107.89
7792-keohane-4e-303a-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:68,default,location,US,10.140.107.192
7792-keohane-4e-303b-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:90,default,location,US,10.140.107.71
7792-keohane-4e-303c-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:38,default,location,US,10.140.107.159
7792-keohane-4e-303lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:5a:d0,default,location,US,10.140.107.85
7792-keohane-4e-304-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:c8,default,location,US,10.140.107.86
7792-keohane-4e-305-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:50,default,location,US,10.140.107.174
7792-keohane-4e-306-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:b0,default,location,US,10.140.107.37
7792-keohane-4e-307-w,AIR-AP1810W-B-K9,00:42:5a:b0:05:70,default,location,US,10.140.107.132
7792-keohane-4e-308-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:f0,default,location,US,10.140.107.32
7792-keohane-4e-309-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:28,default,location,US,10.140.107.224
7792-keohane-4e-310-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:f0,default,location,US,10.140.107.129
7792-keohane-4e-311-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:60,default,location,US,10.140.107.14
7792-keohane-4e-312-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:40,default,location,US,10.140.107.110
7792-keohane-4e-313-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:58,default,location,US,10.140.107.47
7792-keohane-4e-314-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:88,default,location,US,10.140.107.218
7792-keohane-4e-315-w,AIR-AP1810W-B-K9,00:42:5a:b2:57:08,keohane,US,10.140.107.58,0
7792-keohane-4e-316-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:08,default,location,US,10.140.107.42
7792-keohane-4e-317-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:10,default,location,US,10.140.107.205
7792-keohane-4e-318-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:88,default,location,US,10.140.107.41
7792-keohane-4e-319-w,AIR-AP1810W-B-K9,00:42:5a:b2:03:40,default,location,US,10.140.107.150
7792-keohane-4e-320-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:80,default,location,US,10.140.107.128
7792-keohane-4e-321-w,AIR-AP1810W-B-K9,00:42:5a:b0:13:30,default,location,US,10.140.107.54
7792-keohane-4e-322-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:c0,default,location,US,10.140.107.235
7792-keohane-4e-323-w,AIR-AP1810W-B-K9,00:42:5a:b0:00:10,default,location,US,10.140.107.142
7792-keohane-4e-324-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:d8,default,location,US,10.140.107.55
7792-keohane-4e-325-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:40,default,location,US,10.140.107.87
7792-keohane-4e-326-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:08,default,location,US,10.140.107.177
